QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDRCARY,MEDR_ARY,MEDRGFTC,MEDR_FTC,MEDRMBMO,MEDR_BMO,MEDRMBX,MEDRMBX_,MEDRCY1,MEDRCY1_,MEDRCY2,MEDRCY2_,MEDRCY3,MEDRCY3_,MEDRCY4,MEDRCY4_,MEDRCY5,MEDRCY5_,MEDRCY6,MEDRCY6_,MEDRCY7,MEDRCY7_,MEDRCY8,MEDRCY8_,MEDRCY9,MEDRCY9_,MEDRPRNT,MEDR_RNT,MEDRNOUT,MEDR_OUT
20204,04513662,13,0,1,120,D,1,D,09,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04513662,14,0,1,620,D,1,D,09,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04513862,9,0,1,620,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04513862,10,0,1,620,D,1,D,11,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04546671,12,0,1,120,D,1,D,07,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04548261,37,0,1,200,D,1,D,09,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04548631,11,0,1,200,D,1,D,09,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04549741,23,0,1,200,D,1,D,08,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04551131,22,0,1,200,D,1,D,08,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552121,11,0,1,200,D,1,D,08,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555551,22,0,1,900,D,1,D,09,D,,H,420,D,510,D,620,D,330,D,,A,,A,,A,,A,,A,,A,,A
20204,04555551,22,1,1,420,D,1,D,09,D,2702,U,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555551,22,2,1,510,D,1,D,09,D,2322,U,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555551,22,3,1,620,D,1,D,09,D,1400,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555551,22,4,1,330,D,1,D,09,D,12421,U,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557131,16,0,1,420,D,1,D,10,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04561461,20,0,1,200,D,1,D,10,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04561631,9,0,1,200,D,1,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04562981,7,0,1,620,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04562981,8,0,1,620,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04562981,9,0,1,620,D,1,D,10,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04565231,16,0,1,330,D,1,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04565231,17,0,1,330,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04565231,18,0,1,330,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04565481,7,0,1,200,D,1,D,10,D,2167,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566561,35,0,1,655,D,1,D,08,D,93,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20204,04566561,36,0,1,655,D,1,D,10,D,93,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20204,04567541,18,0,1,330,D,1,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567541,19,0,1,330,D,1,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567541,20,0,1,330,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567541,21,0,1,330,D,1,D,08,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567541,22,0,1,330,D,1,D,09,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567541,23,0,1,330,D,1,D,10,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567601,11,0,1,110,D,1,D,08,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567721,36,0,1,200,D,1,D,08,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567721,37,0,1,200,D,1,D,09,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567721,38,0,1,410,D,1,D,10,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20204,04571761,20,0,1,200,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04572862,11,0,1,620,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573161,7,0,1,200,D,1,D,10,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573801,12,0,1,200,D,1,D,11,D,729,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573801,13,0,1,200,D,1,D,11,D,729,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576041,52,0,1,110,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576041,53,0,1,120,D,1,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576041,54,0,1,200,D,1,D,09,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576041,55,0,1,410,D,1,D,10,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20204,04576041,56,0,1,530,D,1,D,10,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577191,41,0,1,420,D,1,D,09,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577191,42,0,1,420,D,1,D,10,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577191,43,0,1,420,D,1,D,11,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04379344,9,0,1,620,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04381714,30,0,1,110,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04381904,7,0,1,620,D,1,D,12,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04383874,19,0,1,110,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04384564,13,0,1,200,D,1,D,10,D,2167,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385394,27,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04387704,24,0,1,410,D,1,D,12,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04388654,7,0,1,620,D,1,D,10,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388654,8,0,1,620,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388654,9,0,1,620,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388654,10,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04391454,22,0,1,120,D,1,D,11,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04392514,27,0,1,620,D,1,D,01,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04393674,36,0,1,620,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04394204,16,0,2,410,D,1,D,11,D,437,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04394404,8,0,2,510,D,1,D,11,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04394974,24,0,1,420,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04397044,27,0,2,620,D,1,D,11,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04397484,21,0,2,410,D,1,D,11,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04398084,12,0,1,330,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04398084,13,0,2,330,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04399724,17,0,2,410,D,1,D,11,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04400884,16,0,2,200,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401104,8,0,1,620,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401554,22,0,1,620,D,1,D,11,D,569,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401554,23,0,1,620,D,1,D,12,D,276,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401554,24,0,1,620,D,1,D,01,D,2005,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401854,14,0,1,620,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04405494,34,0,1,420,D,1,D,11,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407044,21,0,1,410,D,1,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04407044,22,0,1,410,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04407044,23,0,1,410,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04407574,14,0,1,200,D,1,D,02,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407574,15,0,1,620,D,1,D,02,D,174,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408374,29,0,1,620,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408374,30,0,1,620,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408374,31,0,1,620,D,1,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408374,32,0,2,620,D,1,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408824,25,0,1,655,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20211,04414574,12,0,1,620,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04414574,660,0,1,620,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04417464,21,0,1,200,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04422093,22,0,1,420,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04422183,35,0,1,110,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04423793,31,0,1,410,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04424573,19,0,1,200,D,1,D,10,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04425133,10,0,1,620,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04425373,36,0,1,420,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04427273,19,0,1,510,D,1,D,12,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428643,9,0,2,900,D,1,D,10,D,,H,900,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428643,9,1,2,110,D,1,D,10,D,19,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428643,9,2,2,420,D,1,D,10,D,6,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461513,29,0,1,620,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461513,30,0,1,620,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461513,31,0,1,620,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461813,48,0,1,410,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04461813,49,0,1,410,D,1,D,01,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04462383,36,0,1,620,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04462383,37,0,1,620,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04462383,38,0,1,620,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463393,12,0,1,410,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04463463,11,0,1,620,D,1,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463713,16,0,1,420,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04464993,30,0,1,420,D,1,D,01,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04465363,42,0,1,420,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04466323,35,0,2,620,D,1,D,11,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04466873,11,0,1,620,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467803,19,0,1,420,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468694,20,0,1,635,D,1,D,11,D,,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20211,04468753,20,0,1,410,D,1,D,11,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04468753,21,0,1,410,D,1,D,12,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04468753,22,0,1,410,D,1,D,01,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04469983,39,0,1,200,D,1,D,11,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04469983,40,0,1,200,D,1,D,12,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04469983,41,0,1,200,D,1,D,01,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04470263,10,0,1,330,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04470533,25,0,1,530,D,1,D,11,D,50,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04472153,24,0,1,420,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503083,18,0,1,420,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505533,11,0,2,620,D,1,D,12,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04514303,13,0,1,420,D,1,D,01,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545182,36,0,1,120,D,1,D,12,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545182,37,0,1,120,D,1,D,12,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545682,10,0,1,620,D,1,D,10,D,539,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545902,13,0,1,900,D,1,D,11,D,,H,530,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545902,13,1,1,530,D,1,D,11,D,20,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545902,13,2,1,620,D,1,D,11,D,30,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04548082,16,0,1,420,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04549182,11,0,1,200,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550082,9,0,1,420,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04552162,12,0,1,200,D,1,D,11,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553042,49,0,1,200,D,2,D,12,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553512,8,0,1,620,D,1,D,11,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04556672,10,0,1,620,D,1,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557262,16,0,1,420,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04561462,19,0,1,120,D,1,D,12,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04561632,13,0,1,200,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04565734,22,0,1,510,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04566172,39,0,1,120,D,1,D,12,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04567542,20,0,2,330,D,1,D,11,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04567722,31,0,2,200,D,1,D,11,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04567992,33,0,2,420,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04568642,7,0,1,110,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04569042,15,0,1,420,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04573162,8,0,1,200,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04574162,12,0,1,620,D,1,D,01,D,720,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04576092,14,0,1,410,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04577032,14,0,1,200,D,1,D,02,D,2167,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04578872,23,0,1,110,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04579362,12,0,1,620,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04579362,13,0,1,620,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04610421,7,0,1,420,D,1,D,10,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04610431,3,0,1,620,D,1,D,12,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04615081,16,0,1,200,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04617121,11,0,1,410,D,1,D,12,D,3114,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20211,04653041,20,0,1,200,D,1,D,01,D,2167,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04653111,5,0,1,200,D,1,D,11,D,2167,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04653541,18,0,1,510,D,1,D,01,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04655191,14,0,1,420,D,1,D,01,D,373,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04655751,24,0,1,110,D,1,D,12,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04658741,15,0,1,200,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04659001,25,0,1,620,D,1,D,01,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04662001,14,0,1,110,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04681761,18,0,1,635,D,1,D,02,D,,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20211,04682831,8,0,1,420,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04683091,33,0,1,420,D,1,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04683261,7,0,1,420,D,1,D,02,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04683401,22,0,1,120,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04683401,23,0,1,200,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04684381,22,0,1,420,D,1,D,12,D,2702,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
